Wednesday | 10:49:53 PM    | 0.0             | 1430                 | 1480784              |
Wednesday | 10:53:37 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:53:43 PM    | us,             | 1430                 | 1480776              |
Wednesday | 10:53:48 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:53:53 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:53:58 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:54:01 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:54:06 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:54:11 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:54:16 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:54:22 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:54:27 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:54:32 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:54:38 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:54:44 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:54:49 PM    | us,             | 1430                 | 1480776              |
Wednesday | 10:54:54 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:54:59 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:55:01 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:55:07 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:55:12 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:55:17 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:55:22 PM    | us,             | 1430                 | 1480776              |
Wednesday | 10:55:27 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:55:32 PM    | us,             | 1430                 | 1480776              |
Wednesday | 10:55:38 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:55:43 PM    | us,             | 1430                 | 1480776              |
Wednesday | 10:55:49 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:55:54 PM    | us,             | 1430                 | 1480776              |
Wednesday | 10:55:59 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:56:01 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:56:07 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:56:12 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:56:17 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:56:22 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:56:27 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:56:32 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:56:38 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:56:44 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:56:49 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:56:54 PM    | 0.0             | 1430                 | 1480776              |
Wednesday | 10:56:59 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:57:01 PM    | us,             | 1430                 | 1480772              |
Wednesday | 10:57:06 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:57:12 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:57:17 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:57:22 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:57:27 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:57:32 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:57:39 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:57:44 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:57:49 PM    | us,             | 1430                 | 1480772              |
Wednesday | 10:57:55 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:58:00 PM    | us,             | 1430                 | 1480772              |
Wednesday | 10:58:01 PM    | 50.0            | 1430                 | 1480772              |
Wednesday | 10:58:06 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:58:12 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:58:17 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:58:22 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:58:27 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:58:32 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:58:40 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:58:45 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:58:50 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:58:55 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:59:00 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:59:01 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:59:06 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:59:11 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:59:17 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:59:22 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:59:27 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:59:32 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:59:39 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:59:44 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:59:49 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:59:54 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 10:59:59 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 11:00:01 PM    | us,             | 1430                 | 1480772              |
Wednesday | 11:00:07 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 11:00:12 PM    | 0.0             | 1430                 | 1480772              |
Wednesday | 11:00:17 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:00:22 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:00:27 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:00:33 PM    | us,             | 1430                 | 1480768              |
Wednesday | 11:00:39 PM    | us,             | 1430                 | 1480768              |
Wednesday | 11:00:44 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:00:49 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:00:54 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:00:59 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:01:01 PM    | us,             | 1430                 | 1480768              |
Wednesday | 11:01:07 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:01:12 PM    | us,             | 1430                 | 1480768              |
Wednesday | 11:01:17 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:01:22 PM    | us,             | 1430                 | 1480768              |
Wednesday | 11:01:27 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:01:33 PM    | us,             | 1430                 | 1480768              |
Wednesday | 11:01:38 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:01:43 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:01:48 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:01:53 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:01:58 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:02:01 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:02:06 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:02:11 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:02:16 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:02:21 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:02:26 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:02:32 PM    | us,             | 1430                 | 1480768              |
Wednesday | 11:02:37 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:02:42 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:02:47 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:02:52 PM    | us,             | 1430                 | 1480768              |
Wednesday | 11:02:58 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:03:01 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:03:06 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:03:11 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:03:16 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:03:21 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:03:27 PM    | us,             | 1430                 | 1480768              |
Wednesday | 11:03:32 PM    | 0.0             | 1430                 | 1480768              |
Wednesday | 11:03:37 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:03:42 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:03:47 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:03:53 PM    | us,             | 1430                 | 1480764              |
Wednesday | 11:03:58 PM    | us,             | 1430                 | 1480764              |
Wednesday | 11:04:01 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:04:06 PM    | us,             | 1430                 | 1480764              |
Wednesday | 11:04:11 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:04:16 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:04:22 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:04:27 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:04:32 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:04:41 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:04:46 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:04:51 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:04:56 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:05:01 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:05:01 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:05:06 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:05:11 PM    | us,             | 1430                 | 1480764              |
Wednesday | 11:05:16 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:05:22 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:05:27 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:05:32 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:05:37 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:05:42 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:05:48 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:05:53 PM    | us,             | 1430                 | 1480764              |
Wednesday | 11:05:58 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:06:01 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:06:06 PM    | us,             | 1430                 | 1480764              |
Wednesday | 11:06:11 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:06:16 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:06:21 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:06:27 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:06:32 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:06:37 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:06:42 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:06:47 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:06:53 PM    | 0.0             | 1430                 | 1480764              |
Wednesday | 11:06:58 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:07:01 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:07:06 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:07:12 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:07:17 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:07:22 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:07:27 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:07:32 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:07:38 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:07:43 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:07:48 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:07:53 PM    | us,             | 1430                 | 1480760              |
Wednesday | 11:07:58 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:08:01 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:08:06 PM    | us,             | 1430                 | 1480760              |
Wednesday | 11:08:11 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:08:16 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:08:22 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:08:27 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:08:32 PM    | us,             | 1430                 | 1480760              |
Wednesday | 11:08:37 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:08:42 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:08:48 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:08:53 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:08:58 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:09:01 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:09:06 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:09:11 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:09:16 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:09:21 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:09:27 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:09:32 PM    | us,             | 1430                 | 1480760              |
Wednesday | 11:09:38 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:09:44 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:09:49 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:09:54 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:09:59 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:10:01 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:10:06 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:10:12 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:10:17 PM    | 0.0             | 1430                 | 1480760              |
Wednesday | 11:10:22 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:10:27 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:10:32 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:10:38 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:10:44 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:10:49 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:10:54 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:10:59 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:11:01 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:11:06 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:11:12 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:11:17 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:11:22 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:11:27 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:11:32 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:11:37 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:11:43 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:11:48 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:11:53 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:11:58 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:12:01 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:12:06 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:12:12 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:12:17 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:12:22 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:12:27 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:12:32 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:12:38 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:12:43 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:12:48 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:12:53 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:12:58 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:13:01 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:13:07 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:13:12 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:13:17 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:13:22 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:13:27 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:13:32 PM    | 0.0             | 1430                 | 1480756              |
Wednesday | 11:13:38 PM    | 50.0            | 1430                 | 1480756              |
Wednesday | 11:13:43 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:13:49 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:13:54 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:13:59 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:14:01 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:14:06 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:14:11 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:14:16 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:14:21 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:14:26 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:14:32 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:14:37 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:14:42 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:14:47 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:14:52 PM    | us,             | 1430                 | 1480752              |
Wednesday | 11:14:58 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:15:01 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:15:06 PM    | us,             | 1430                 | 1480752              |
Wednesday | 11:15:11 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:15:17 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:15:22 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:15:27 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:15:32 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:15:37 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:15:43 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:15:48 PM    | us,             | 1430                 | 1480752              |
Wednesday | 11:15:53 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:15:58 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:16:01 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:16:06 PM    | us,             | 1430                 | 1480752              |
Wednesday | 11:16:11 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:16:16 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:16:21 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:16:27 PM    | us,             | 1430                 | 1480752              |
Wednesday | 11:16:32 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:16:37 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:16:42 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:16:47 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:16:53 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:16:58 PM    | 0.0             | 1430                 | 1480752              |
Wednesday | 11:17:01 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:17:07 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:17:13 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:17:19 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:17:24 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:17:29 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:17:34 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:17:39 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:17:44 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:17:50 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:17:55 PM    | us,             | 1430                 | 1480748              |
Wednesday | 11:18:00 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:18:01 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:18:06 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:18:11 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:18:17 PM    | us,             | 1430                 | 1480748              |
Wednesday | 11:18:22 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:18:27 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:18:32 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:18:38 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:18:43 PM    | us,             | 1430                 | 1480748              |
Wednesday | 11:18:48 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:18:54 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:18:59 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:19:01 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:19:06 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:19:11 PM    | us,             | 1430                 | 1480748              |
Wednesday | 11:19:17 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:19:22 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:19:27 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:19:32 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:19:37 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:19:43 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:19:48 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:19:53 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:19:58 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:20:01 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:20:06 PM    | 50.0            | 1430                 | 1480748              |
Wednesday | 11:20:11 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:20:17 PM    | 0.0             | 1430                 | 1480748              |
Wednesday | 11:20:22 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:20:27 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:20:32 PM    | us,             | 1430                 | 1480744              |
Wednesday | 11:20:40 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:20:45 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:20:50 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:20:55 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:21:01 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:21:01 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:21:06 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:21:12 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:21:17 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:21:22 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:21:27 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:21:32 PM    | us,             | 1430                 | 1480744              |
Wednesday | 11:21:38 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:21:43 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:21:48 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:21:53 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:21:58 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:22:01 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:22:06 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:22:11 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:22:16 PM    | 0.0             | 1430                 | 1480744              |
